DEPLOYMENT_DATE,SITE,BLOCK,PLOT,CAGE_ID,SPECIES,date_start,date_alive,num_alive,num_dead,death_t_f
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-05,21,19,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-12,16,5,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-12,16,5,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-12,16,5,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-12,16,5,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-12,16,5,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-19,14,2,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-19,14,2,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-26,11,3,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-26,11,3,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-08-26,11,3,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-02,1,10,1
8/10/18,ARID,1,O,A1O1,DEVA,2018-07-28,2018-09-30,0,1,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-05,15,25,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-12,12,3,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-12,12,3,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-12,12,3,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-19,8,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-19,8,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-19,8,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-19,8,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-26,4,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-26,4,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-26,4,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-08-26,4,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-09-02,0,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-09-02,0,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-09-02,0,4,1
8/10/18,ARID,1,O,A1O1,IXPA,2018-07-28,2018-09-02,0,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-05,18,22,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-12,11,7,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-12,11,7,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-12,11,7,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-12,11,7,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-12,11,7,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-12,11,7,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-12,11,7,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-19,9,2,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-19,9,2,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-26,5,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-26,5,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-26,5,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-08-26,5,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-09-02,1,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-09-02,1,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-09-02,1,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-09-02,1,4,1
8/10/18,ARID,1,O,A1O2,DEVA,2018-07-28,2018-09-30,0,1,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-05,19,21,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-12,13,6,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-12,13,6,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-12,13,6,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-12,13,6,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-12,13,6,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-12,13,6,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-19,4,9,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-26,0,4,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-26,0,4,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-26,0,4,1
8/10/18,ARID,1,O,A1O2,IXPA,2018-07-28,2018-08-26,0,4,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-05,24,16,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-12,19,5,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-12,19,5,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-12,19,5,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-12,19,5,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-12,19,5,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-19,15,4,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-19,15,4,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-19,15,4,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-19,15,4,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-26,9,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-26,9,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-26,9,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-26,9,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-26,9,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-08-26,9,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-02,3,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-02,3,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-02,3,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-02,3,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-02,3,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-02,3,6,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-16,2,1,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-30,0,2,1
8/10/18,ARID,1,O,A1O3,DEVA,2018-07-28,2018-09-30,0,2,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-05,14,26,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-12,7,7,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-12,7,7,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-12,7,7,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-12,7,7,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-12,7,7,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-12,7,7,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-12,7,7,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-19,3,4,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-19,3,4,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-19,3,4,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-19,3,4,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-26,0,3,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-26,0,3,1
8/10/18,ARID,1,O,A1O3,IXPA,2018-07-28,2018-08-26,0,3,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-05,22,18,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-12,18,4,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-12,18,4,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-12,18,4,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-12,18,4,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-19,14,4,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-19,14,4,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-19,14,4,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-19,14,4,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-26,11,3,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-26,11,3,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-08-26,11,3,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-02,4,7,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-02,4,7,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-02,4,7,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-02,4,7,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-02,4,7,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-02,4,7,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-02,4,7,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-16,2,2,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-16,2,2,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-30,0,2,1
8/10/18,ARID,2,O,A2O1,DEVA,2018-07-28,2018-09-30,0,2,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-05,16,24,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-12,15,1,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-19,7,8,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-19,7,8,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-19,7,8,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-19,7,8,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-19,7,8,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-19,7,8,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-19,7,8,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-19,7,8,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-26,3,4,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-26,3,4,1
8/10/18,ARID,2,O,A2O1,IXPA,2018-07-28,2018-08-26,3,4,1
